RAC_partitioning,centers_of_gravity_calculation,send_centers_of_gravity,reorder_centers,create_block_info,block_sending,nn_searching,gpu_copy,computation,gpu_total,cleanup_gpu,total,total_gflops,numPointsPerProcess,numPointsTotal,numBlocksPerProcess,numBlocksTotal,m,seed,mspe,rmspe,ci_coverage,optimized_log_likelihood,iters
0.062809289,0.001460924,0.000029634,0.000006985,0.001909979,0.037349543,2.506798063,0.082164170,9.029126617,9.029126617,0.000000000,9.588332119,14.837252016,100000,100000,1000,1000,200,42,-1,-1,-1,-23767.1084324001,20
